GeneName	Lung_1	Lung_2	Lymph_1	Lymph_2	Lymph_3
MIR8077	0	0	1	0	0
CNFN	0	3	25	5	15
LIPE-AS1	15	16	79	12	39
LIPE	51	37	70	19	31
ENSG00000268605	0	4	9	0	0
CXCL17	36	11	14	3	16
RNU4-60P	1	2	3	1	2
ENSG00000269374	5	11	2	3	1
CEACAM1	371	376	344	651	545
CEACAMP2	0	3	9	0	5
CEACAM8	6	2	43	9	11
CEACAMP1	3	2	27	10	18
CEACAMP5	0	0	28	5	0
RPS10P28	0	0	5	2	2
PSG3	0	0	35	2	13
PSG8	10	0	24	7	11
CEACAMP6	0	0	5	1	3
PSG8-AS1	3	0	25	15	5
PSG10P	0	3	19	1	9
PSG1	9	2	40	17	9
PSG6	0	6	65	31	12
PSG7	3	0	28	6	6
CEACAMP7	0	0	11	0	2
ENSG00000282943	7	2	24	9	18
PSG11	2	16	39	6	6
CEACAMP8	2	0	15	1	0
PSG2	6	2	21	1	11
CEACAMP9	2	0	4	4	0
ENSG00000227606	2	0	13	1	3
PSG5	0	8	41	1	9
PSG4	7	6	68	13	17
CEACAMP10	6	4	22	3	5
PSG9	0	7	51	8	24
CEACAMP11	0	4	10	1	5
CEACAMP4	0	2	63	4	17
ENSG00000231412	1	0	10	5	8
CD177	13	2	43	13	13
ENSG00000272396	0	0	15	4	0
CD177P1	0	1	12	3	5
TEX101	5	4	48	11	7
LYPD3	77	50	52	107	76
PHLDB3	127	159	133	101	60
ETHE1	135	218	185	266	245
ZNF575	27	37	47	30	14
XRCC1	125	174	135	122	75
ENSG00000269177	4	2	15	1	11
ENSG00000268361	0	0	0	0	0
ENSG00000269583	0	8	3	0	2
PINLYP	13	6	41	22	14
IRGQ	386	480	199	329	242
ZNF576	68	78	22	48	27
SRRM5	54	52	49	32	38
ZNF428	68	111	57	65	59
CADM4	50	59	50	80	75
PLAUR	469	463	590	1068	912
RN7SL368P	2	5	5	18	25
ENSG00000283525	12	0	37	13	15
IRGC	0	0	29	2	9
SMG9	330	417	277	359	378
KCNN4	284	409	217	424	335
LYPD5	27	30	50	6	16
ENSG00000268601	2	0	7	0	1
ZNF283	173	180	68	81	83
ZNF404	25	13	19	11	9
ENSG00000278917	0	3	2	0	3
ENSG00000267058	11	25	14	29	19
ENSG00000286613	3	1	15	5	7
ZNF45-AS1	0	7	18	1	6
ZNF45	148	118	64	47	31
ZNF221	92	120	56	62	34
ZNF155	30	53	38	29	14
ENSG00000277806	2	10	9	3	11
ENSG00000278492	1	0	1	0	3
ZNF230-DT	0	13	26	5	5
ZNF230	29	48	83	20	19
ZNF222-DT	0	0	2	4	0
ZNF222	40	13	18	15	11
ENSG00000267022	1	0	0	0	0
ZNF223	5	20	27	11	6
ZNF284	35	8	10	5	6
RNU6-902P	0	1	1	2	1
ZNF224	687	679	198	426	380
ZNF225-AS1	7	13	15	12	9
ZNF225	129	115	72	56	56
ENSG00000289428	4	2	7	5	1
ZNF234	194	242	63	100	108
ENSG00000287035	0	0	16	9	14
ZNF226	205	214	61	87	51
ZNF227	138	168	84	104	60
ZNF235	181	168	65	100	75
ENSG00000279103	8	4	3	4	2
ZNF233	17	29	28	7	12
ENSG00000270679	1	1	14	1	4
NDUFA3P1	0	0	4	1	0
ZNF112	117	96	33	45	48
ENSG00000267173	0	0	0	0	0
ZNF285	28	32	58	29	23
ENSG00000267188	0	0	0	0	0
ZNF229	22	27	43	13	28
ZNF285BP	0	1	23	13	5
ZNF180	102	113	65	53	54
CEACAM20	0	5	92	25	26
ENSG00000267614	0	0	3	1	0
CEACAM22P	0	0	34	10	23
ENSG00000224366	0	0	0	3	2
IGSF23	0	0	25	6	2
CEACAM16-AS1	15	31	27	31	22
PVR	529	635	376	656	516
MIR4531	0	0	1	1	2
CEACAM19	124	129	104	94	106
ENSG00000279095	0	0	0	0	0
CEACAM16	0	2	26	12	7
ENSG00000252200	0	0	0	0	1
ENSG00000288773	0	0	9	5	7
BCL3	368	551	389	597	590
MIR8085	0	0	0	0	0
SNORA70	0	0	1	3	0
ENSG00000236807	1	0	11	2	0
CBLC	347	465	93	160	115
ENSG00000285128	15	17	3	10	9
BCAM	663	457	136	198	184
NECTIN2	611	814	255	393	388
ENSG00000267282	5	1	13	3	3
TOMM40	325	370	178	270	212
APOE	1306	530	169	233	174
ENSG00000280087	3	3	44	7	16
APOC1	72	20	17	2	6
APOC1P1	1	0	24	8	12
APOC4	0	0	4	1	0
APOC4-APOC2	0	0	6	6	3
APOC2	0	0	2	4	0
ENSG00000267114	6	3	3	0	4
CLPTM1	468	604	314	478	471
RELB	237	270	377	539	394
CLASRP	861	819	427	892	743
RNU6-611P	0	1	1	3	1
ZNF296	24	14	30	12	6
GEMIN7-AS1	12	18	35	9	20
GEMIN7	65	51	23	27	21
MARK4	386	351	266	376	244
PPP1R37	351	381	172	235	167
EIF5AP3	9	7	6	3	4
ENSG00000267044	0	0	6	4	4
NKPD1	5	2	49	15	7
TRAPPC6A	40	46	44	29	18
BLOC1S3	119	195	97	99	117
EXOC3L2	21	97	29	83	24
CKM	1	1	38	6	7
RPS16P9	0	0	7	4	1
KLC3	20	6	65	27	22
ERCC2	260	251	160	131	175
PPP1R13L	963	1174	919	1592	1214
POLR1G	99	147	103	133	96
ERCC1	344	486	305	516	491
MIR6088	0	2	0	1	1
FOSB	53	55	201	202	143
RTN2	212	277	196	323	350
PPM1N	24	25	77	24	37
VASP	1094	1363	861	1352	1117
OPA3	384	404	281	338	287
GPR4	34	33	46	29	25
EML2	565	604	534	757	544
MIR330	0	0	0	0	0
EML2-AS1	10	18	30	17	30
RN7SL836P	0	0	6	1	1
GIPR	203	225	158	161	123
MIR642A	3	3	2	0	0
MIR642B	0	0	0	1	6
SNRPD2	51	70	130	83	57
QPCTL	32	76	89	105	69
FBXO46	415	411	190	309	247
ENSG00000279407	65	63	40	39	45
MEIOSIN	0	0	64	19	16
SIX5	161	220	73	159	128
ENSG00000259605	46	43	19	33	23
DM1-AS	55	36	18	38	16
DMPK	425	501	267	484	396
ENSG00000268434	0	0	0	0	0
DMWD	375	473	205	365	300
RSPH6A	8	8	58	5	13
SYMPK	1199	1323	639	1143	914
ENSG00000269148	1	3	18	4	10
FOXA3	68	86	33	8	10
IRF2BP1	115	123	45	60	47
MYPOP	104	125	64	124	84
NANOS2	0	5	17	0	0
NOVA2	144	148	82	81	51
CCDC61	179	156	115	121	111
MIR769	0	8	6	0	0
PGLYRP1	7	0	13	4	8
ENSG00000268401	1	9	25	10	10
IGFL4	4	0	16	18	20
ENSG00000267922	0	0	3	2	4
ENSG00000268053	0	2	11	9	0
IGFL3	5	0	8	1	8
TGIF1P1	4	0	3	0	1
IGFL2	6	1	28	5	6
ENSG00000269729	0	0	19	3	2
IGFL2-AS1	7	6	46	6	5
IGFL1P1	4	0	5	8	0
ENSG00000268460	4	15	134	44	33
RPL12P41	0	1	5	1	1
ENSG00000269745	0	0	14	0	13
IGFL1	0	0	11	4	7
ENSG00000277748	9	0	6	12	8
IGFL1P2	0	0	10	0	0
HIF3A	2084	1914	201	216	128
RNU6-924P	0	0	1	3	1
ENSG00000269124	3	6	16	3	0
PPP5C	607	771	261	453	340
ENSG00000268810	0	0	2	1	0
ENSG00000269151	31	19	17	6	7
CCDC8	29	31	38	10	12
PNMA8C	2	0	50	10	9
PNMA8A	21	25	41	16	11
PPP5D1P	53	6	72	20	23
PNMA8B	24	8	35	23	4
ENSG00000204850	26	12	14	2	7
ENSG00000278797	0	0	5	1	1
GAPDHP38	1	1	13	10	3
CALM3	1132	1206	406	740	565
ENSG00000269292	104	109	49	63	71
PTGIR	30	24	32	11	16
GNG8	1	0	11	11	3
ENSG00000279161	17	5	47	10	8
DACT3	15	40	47	19	13
DACT3-AS1	6	2	43	6	7
PRKD2	725	759	422	540	432
RN7SL364P	1	1	5	5	1
MIR320E	9	4	4	2	3
STRN4	1055	1203	712	1204	1022
ENSG00000269487	0	3	14	3	7
Y_RNA	0	0	1	0	0
FKRP	155	187	76	68	70
SLC1A5	578	815	406	644	485
ENSG00000275719	9	11	17	10	6
ENSG00000275862	0	0	0	0	0
HNRNPMP2	0	0	0	0	0
ENSG00000269014	0	0	1	4	0
AP2S1	96	116	100	102	52
ARHGAP35	2031	2167	868	1470	1278
NPAS1	22	21	60	21	15
TMEM160	75	56	32	50	39
ZC3H4	682	722	270	312	283
SAE1	327	323	168	184	188
BBC3	98	86	101	94	71
MIR3190	0	1	3	1	0
MIR3191	0	0	0	0	0
ENSG00000289915	2	6	43	9	13
ENSG00000286669	4	0	6	8	3
CCDC9	631	645	498	723	568
INAFM1	87	84	27	73	61
C5AR1	245	211	56	84	63
C5AR2	76	146	172	169	190
DHX34	504	625	376	690	472
ENSG00000288827	140	112	85	150	117
MEIS3	45	79	88	59	57
SLC8A2	3	1	45	32	16
ENSG00000287896	0	0	19	0	0
KPTN	86	90	54	49	44
NAPA-AS1	21	14	22	19	13
NAPA	338	342	258	265	216
ENSG00000279861	11	17	12	26	8
ZNF541	28	14	82	33	18
RN7SL322P	1	0	0	0	0
ENSG00000268746	0	3	4	6	0
ENSG00000277383	26	10	7	5	3
BICRA	492	611	222	330	332
BICRA-AS1	0	2	14	0	1
ENSG00000278999	4	2	15	4	3
EHD2	1149	1594	519	874	795
NOP53	1948	2091	2247	3542	2703
SNORD23	0	0	0	0	0
NOP53-AS1	0	4	5	4	0
SELENOW	1162	1315	465	961	829
RPL23AP80	0	0	2	0	2
ENSG00000271150	0	0	10	0	1
TPRX1	8	25	55	11	18
CRX	3	9	68	21	12
TPRX2	0	0	18	4	3
LINC01595	20	2	39	3	31
SULT2A1	0	1	41	10	21
BSPH1	3	1	41	5	20
ELSPBP1	0	1	34	7	1
CABP5	6	4	49	17	15
PLA2G4C	52	61	106	54	53
PLA2G4C-AS1	1	0	12	12	4
LIG1	474	587	541	943	796
ENSG00000269534	8	3	27	5	0
ENSG00000269321	0	0	2	1	1
ZSWIM9	116	111	93	73	62
CARD8	783	783	254	319	270
ENSG00000280353	4	3	29	9	3
ENSG00000268583	17	2	26	2	6
CARD8-AS1	11	29	20	17	3
ZNF114-AS1	0	0	10	0	0
ZNF114	10	14	20	12	7
ODAD1	454	322	125	62	32
EMP3	51	50	86	82	62
TMEM143	112	82	42	45	45
SYNGR4	2	9	37	12	7
KDELR1	720	852	566	698	591
GRIN2D	516	455	160	249	242
GRWD1	403	496	226	319	270
KCNJ14	50	90	59	113	49
ENSG00000268530	0	3	9	1	2
ENSG00000268465	0	0	0	0	0
CYTH2	2105	2574	815	1776	1471
LMTK3	307	366	126	135	155
ENSG00000287603	0	6	13	14	3
SULT2B1	59	55	45	8	12
FAM83E	843	930	143	295	194
SPACA4	0	1	7	1	2
RPL18	1824	2296	2196	2816	2377
ENSG00000268093	3	0	29	11	10
SPHK2	228	243	77	88	66
DBP	32	40	53	29	23
CA11	59	43	75	31	20
SEC1P	0	0	12	4	7
NTN5	3	7	19	12	11
FUT2	215	247	29	41	26
MAMSTR	24	32	64	20	42
RASIP1	99	102	56	34	38
IZUMO1	3	0	53	7	8
FUT1	66	45	23	5	7
FGF21	1	0	14	3	3
RNU6-317P	0	0	1	0	0
BCAT2	116	123	88	64	60
ENSG00000286024	0	4	28	6	2
HSD17B14	38	13	26	39	33
PLEKHA4	95	130	116	102	46
PPP1R15A	1320	1131	2070	2683	2145
TULP2	0	0	50	18	7
NUCB1	879	994	412	702	575
NUCB1-AS1	16	4	10	2	1
ENSG00000260366	0	1	2	0	1
DHDH	1	3	29	2	8
BAX	186	201	113	146	91
ENSG00000267898	1	0	16	0	0
FTL	20824	12671	4661	5977	4872
GYS1	492	550	329	513	498
RUVBL2	341	383	213	246	205
MIR6798	0	0	0	0	0
LHB	0	1	10	0	6
ENSG00000268655	1	11	20	1	5
CGB3	0	0	10	2	0
ENSG00000267335	0	0	0	0	0
NTF6A	1	0	4	0	0
NTF6G	0	0	5	0	3
CGB2	1	10	24	10	2
CGB1	0	0	0	0	0
NTF6B	0	0	4	0	5
ENSG00000268669	0	0	3	3	4
CGB5	0	1	12	1	3
CGB8	0	0	7	0	0
ENSG00000269706	0	0	12	0	0
CGB7	2	5	17	0	3
ENSG00000283663	0	0	0	0	0
ENSG00000283251	0	0	0	0	0
ENSG00000268108	2	0	18	2	3
NTF4	14	24	9	3	0
ENSG00000268287	4	4	10	1	3
KCNA7	5	14	48	13	12
RN7SL708P	3	1	8	6	2
SNRNP70	3599	4200	1556	3524	2979
LIN7B	16	24	45	22	18
C19orf73	6	7	17	8	5
PPFIA3	103	158	189	179	122
HRC	8	7	47	13	13
TRPM4	987	1068	336	564	562
SLC6A21P	0	0	8	1	0
SUMO1P4	1	0	15	2	4
SLC6A16	118	64	54	36	26
MIR4324	3	0	0	1	0
ENSG00000197813	31	27	29	10	25
CD37	231	88	142	89	53
TEAD2	308	313	223	385	309
ENSG00000268157	0	0	15	0	10
DKKL1	1	1	27	11	18
ENSG00000268686	11	3	61	16	24
KASH5	0	11	106	28	20
PTH2	0	0	4	4	0
GFY	4	1	66	14	13
SLC17A7	1	12	84	22	21
PIH1D1	175	315	177	192	160
ALDH16A1	159	166	115	119	81
ENSG00000269469	0	0	0	0	0
FLT3LG	0	5	38	7	7
ENSG00000273189	0	0	5	2	2
RPL13A	8349	10702	9743	14252	11992
SNORD32A	0	0	0	0	0
SNORD33	0	0	0	0	0
SNORD34	0	0	0	0	0
SNORD35A	0	0	0	0	0
RPS11	883	1185	1382	1435	1093
SNORD35B	0	0	0	0	0
MIR150	0	0	1	0	0
COX6CP7	0	0	1	0	0
FCGRT	935	805	273	417	318
RCN3	245	236	131	132	119
NOSIP	158	207	175	236	164
Y_RNA	0	0	1	4	0
PRRG2	63	77	38	42	24
PRR12	1326	1347	391	664	556
ENSG00000268636	2	0	1	0	0
RRAS	207	285	118	225	176
SCAF1	925	998	569	765	605
IRF3	462	500	246	375	369
BCL2L12	30	77	97	74	64
PRMT1	436	493	252	544	371
MIR5088	0	0	1	0	0
ENSG00000268677	0	3	6	1	5
ADM5	7	4	13	0	1
CPT1C	30	51	86	26	41
ENSG00000243829	1	2	12	5	1
TSKS	2	5	36	16	21
RNU6-841P	0	0	4	0	0
AP2A1	634	827	560	843	734
MIR6799	0	0	0	1	0
FUZ	128	105	43	34	27
ENSG00000269194	10	7	11	6	1
MED25	743	735	343	359	344
MIR6800	0	0	0	0	0
PTOV1-AS1	23	47	54	27	34
PTOV1	684	935	402	837	667
ENSG00000268047	8	3	0	0	0
MIR4749	0	0	0	0	0
PTOV1-AS2	85	90	43	57	54
PNKP	389	435	216	404	292
AKT1S1	550	669	299	485	377
TBC1D17	696	625	323	448	418
MIR4750	0	0	0	0	0
IL4I1	16	6	21	10	9
NUP62	455	527	326	418	395
ENSG00000269179	0	0	0	0	0
ATF5	214	270	147	171	117
MIR4751	0	0	0	0	0
SIGLEC11	6	9	41	12	14
U3	0	0	0	0	0
SIGLEC16	18	2	46	19	14
VRK3	543	414	259	321	217
Metazoa_SRP	0	7	1	0	1
ZNF473	175	154	154	133	117
ENSG00000269091	36	26	19	7	11
ENSG00000204666	17	14	14	9	6
ENSG00000269540	0	1	13	6	1
ENSG00000267890	0	0	9	0	2
ENSG00000287001	2	4	37	53	38
IZUMO2	0	5	28	2	1
MYH14	5233	5669	1795	4109	3260
Metazoa_SRP	14	3	7	6	4
ENSG00000267815	4	5	13	12	8
KCNC3	101	80	63	67	64
NR1H2	575	624	273	380	295
NAPSB	18	2	57	4	24
NAPSA	299	101	46	20	16
ENSG00000269392	3	3	5	8	2
POLD1	212	138	157	179	153
ENSG00000142539	0	0	0	0	0
SPIB	0	10	25	4	15
MYBPC2	9	18	116	40	19
GARIN5A	15	12	34	14	13
EMC10	1041	1162	493	861	678
ENSG00000268854	0	5	3	2	1
ENSG00000268518	1	7	13	4	7
ENSG00000289950	0	1	6	0	6
JOSD2	86	73	65	71	56
ASPDH	12	0	23	4	5
LRRC4B	18	3	23	8	6
ENSG00000268231	0	3	18	5	8
SYT3	0	0	58	18	16
C19orf81	0	2	13	5	3
SHANK1	24	4	115	43	19
CLEC11A	9	28	39	32	10
GPR32P1	0	0	7	3	7
GPR32	7	1	36	17	5
ENSG00000261341	0	2	21	4	4
ACP4	0	0	16	6	15
ENSG00000268375	0	1	0	0	0
C19orf48	219	287	141	241	222
SNORD88B	0	0	0	0	0
SNORD88A	3	9	2	5	3
SNORD88C	0	0	0	0	0
ENSG00000284711	0	0	17	14	9
LINC01869	0	2	28	16	10
KLK1	2	0	45	12	2
KLK15	7	1	78	26	24
ENSG00000267968	3	0	12	4	3
KLK3	0	10	53	10	13
KLK2	11	14	64	23	10
KLKP1	3	1	37	17	12
KLK4	1	3	33	12	5
PPIAP59	0	4	2	8	5
KLK5	2	3	20	9	1
ENSG00000269495	0	5	18	14	1
KLK6	18	25	35	10	13
ENSG00000279676	2	1	18	13	7
ENSG00000267879	9	7	16	17	3
KLK7	13	18	37	9	11
KLK8	49	90	20	16	4
ENSG00000269741	0	0	0	0	0
KLK9	0	0	1	2	0
KLK10	440	280	45	22	22
ENSG00000268739	4	13	9	2	4
KLK11	190	190	40	19	10
KLK12	3	4	28	11	11
ENSG00000268906	7	6	29	10	10
ENSG00000268390	0	0	4	4	1
KLK13	2	4	44	9	19
KLK14	0	11	27	14	19
CTU1	39	58	40	53	48
SIGLEC18P	0	3	11	5	0
SIGLEC9	39	20	51	13	18
ENSG00000267990	0	0	2	0	1
SIGLEC7	18	15	29	14	8
ENSG00000267895	0	0	3	2	3
ENSG00000269072	0	0	41	5	5
ENSG00000269681	2	0	21	4	1
SIGLEC17P	22	1	26	3	9
SIGLEC20P	0	5	31	8	4
ENSG00000268652	0	0	7	2	2
SIGLEC21P	0	0	9	6	1
MIR8074	0	0	0	0	0
SIGLEC22P	14	4	17	6	8
CD33	69	28	77	38	31
SIGLECL1	1	8	32	11	15
ENSG00000268595	0	1	3	0	0
LINC01872	0	0	26	2	1
SIGLEC24P	4	0	17	10	4
IGLON5	4	9	30	15	11
VSIG10L	120	90	74	46	19
VSIG10L-AS1	0	1	18	12	8
ENSG00000267984	2	0	4	1	4
ETFB	64	122	88	45	56
ENSG00000269403	0	0	3	0	0
ENSG00000268520	13	11	6	9	3
CLDND2	20	6	21	13	6
NKG7	20	2	36	22	24
LIM2	2	4	31	10	1
C19orf84	0	0	14	2	4
LIM2-AS1	10	2	21	1	8
NIFKP6	0	0	11	1	0
SIGLEC10	20	28	45	29	38
ENSG00000254760	0	0	11	3	9
SIGLEC10-AS1	4	8	7	8	5
ENSG00000268711	0	0	5	2	0
ENSG00000269181	0	0	1	0	1
SIGLEC8	10	13	63	23	12
ENSG00000268957	0	0	0	0	0
CEACAM18	14	7	34	20	6
SIGLEC12	6	1	34	12	17
ENSG00000268839	0	0	6	2	0
SIGLEC27P	0	0	3	4	1
SIGLEC6	8	4	51	25	17
ENSG00000268777	0	0	6	1	6
ENSG00000269130	0	3	15	0	0
SIGLEC29P	0	0	15	6	3
ENSG00000289967	0	1	3	4	1
ZNF175	170	221	85	113	86
LINC01530	8	5	12	9	3
ENSG00000269388	5	20	11	13	5
ENSG00000267808	0	0	3	0	5
SIGLEC5	8	28	89	38	10
RPL9P33	0	0	1	0	4
SIGLEC5	0	0	3	2	3
SIGLEC14	26	18	42	17	12
RPL7P51	0	0	10	6	1
SPACA6-AS1	3	11	47	4	11
SPACA6	117	132	103	63	46
MIR99B	1	4	0	1	1
MIRLET7E	0	3	8	0	0
MIR125A	0	0	0	0	0
HAS1	0	4	37	7	11
FPR1	60	14	79	40	31
FPR2	25	26	126	53	49
ENSG00000286236	8	0	14	2	10
FPR3	65	33	25	3	9
ZNF577	324	233	126	134	100
ENSG00000268316	6	0	1	5	0
ENSG00000269483	0	0	0	0	0
ENSG00000283236	40	56	19	20	23
ZNF649-AS1	0	0	9	2	0
ZNF649	139	143	74	87	56
ENSG00000283285	2	1	9	4	2
ZNF613	65	119	49	39	57
ZNF350-AS1	8	11	30	16	11
ZNF350	89	74	105	56	75
ZNF615	135	136	111	94	54
ZNF614	114	82	84	79	55
ZNF432	248	248	102	138	125
ENSG00000275055	7	8	5	4	3
ENSG00000260160	2	10	5	8	6
ZNF841	684	712	448	898	741
ENSG00000270248	13	0	10	1	2
ZNF616	172	173	65	72	95
ENSG00000267827	0	0	0	0	0
ENSG00000268458	0	0	4	1	0
RPL37P23	1	2	4	0	0
ZNF836	66	103	41	46	32
ENSG00000267927	0	0	22	0	0
PPP2R1A	846	874	457	651	571
MIR6801	0	5	0	0	0
ENSG00000268015	4	10	20	2	5
ENSG00000277562	4	0	1	0	2
Y_RNA	0	0	6	2	2
ZNF766	251	312	184	266	193
MIR643	2	0	0	0	2
ENSG00000269102	1	0	2	6	9
ZNF480	151	157	51	93	61
ENSG00000269535	12	0	37	3	6
ZNF610	53	32	23	10	3
ZNF880	127	118	47	38	34
ZNF528-AS1	26	28	84	68	17
ENSG00000277977	2	10	12	6	11
ZNF528	192	163	92	99	88
DPPA5P1	0	0	4	0	1
ZNF534	16	1	50	13	5
ZNF578	11	9	59	14	28
ENSG00000288253	0	6	66	23	14
ENSG00000278543	0	0	7	0	0
ENSG00000269349	0	0	2	1	0
ZNF808	924	875	329	710	653
ZNF701	336	339	156	194	200
ENSG00000289102	150	155	74	122	86
RPL39P34	0	0	0	0	0
ENSG00000268886	0	0	5	2	0
ZNF137P	130	154	45	103	84
ZNF83	560	700	353	649	491
ENSG00000268970	0	0	0	0	2
ENSG00000290073	11	15	15	9	2
ENSG00000269825	222	259	126	250	195
ENSG00000288953	29	33	22	16	23
ZNF611	328	334	155	210	183
ZNF600	255	251	119	212	135
ZNF28	269	300	69	125	105
PABPN1P2	2	7	6	1	1
ZNF468	173	209	74	79	60
ZNF320	557	678	134	216	202
ENSG00000283695	0	0	0	0	0
ZNF888	493	613	51	194	103
ZNF888-AS1	0	2	11	4	3
ZNF321P	104	68	23	7	14
ZNF816-ZNF321P	0	0	0	0	0
ZNF816	135	114	39	96	49
ENSG00000269082	0	0	0	0	0
ZNF702P	52	71	68	41	39
ENSG00000268282	0	0	6	2	0
ENSG00000267943	1	0	21	7	5
ERVV-1	0	0	21	4	7
ERVV-2	1	1	26	8	6
ZNF160	1344	1264	649	1360	1084
ZNF415	83	64	51	52	16
ZNF347	264	281	85	102	75
ZNF665	78	39	57	26	27
ENSG00000268842	0	0	0	0	0
ZNF818P	150	125	65	53	39
NDUFV2P1	9	3	1	1	1
ZNF677	44	36	52	25	27
ENSG00000269288	0	0	7	2	2
VN1R2	0	6	12	11	11
VN1R4	0	0	3	0	1
ENSG00000269758	3	0	13	21	1
FAM90A27P	3	8	33	10	6
BIRC8	0	1	13	11	5
FAM90A28P	0	0	27	11	11
VN1R6P	0	0	7	6	3
ZNF845	146	201	118	110	78
ZNF525	271	241	99	172	152
ENSG00000241069	0	0	0	0	0
ZNF765	331	339	170	210	176
RPL39P36	1	3	4	3	3
ENSG00000249435	0	3	7	4	1
TPM3P9	355	368	148	252	206
ZNF761	467	517	144	310	280
ENSG00000287608	4	1	11	7	0
ZNF813	102	84	57	83	44
TPM3P6	29	33	12	11	11
ENSG00000241434	0	0	0	0	0
ENSG00000213777	18	13	18	13	3
ENSG00000274892	0	0	5	0	1
ZNF331	390	275	170	142	129
ENSG00000268864	0	8	68	2	18
OSTCP3	1	0	4	0	0
RN7SL317P	0	0	0	1	0
DPRX	6	0	9	2	12
RNU6-698P	0	0	0	0	0
ENSG00000270347	0	0	6	1	4
MIR512-1	0	0	0	0	0
MIR512-2	0	0	2	0	0
MIR1323	0	0	0	0	0
MIR498	0	0	0	0	0
MIR520E	0	0	10	2	0
MIR515-1	0	0	0	0	1
MIR519E	3	0	3	0	1
MIR520F	0	0	0	0	0
MIR515-2	0	0	0	0	0
MIR519C	0	0	5	0	0
MIR1283-1	0	0	0	0	0
MIR520A	0	0	0	0	0
MIR526B	0	0	0	0	0
MIR519B	0	0	0	0	0
MIR525	0	0	0	0	0
MIR523	0	0	0	0	1
MIR518F	0	0	0	0	0
MIR520B	0	0	0	0	0
MIR518B	0	0	2	0	0
MIR526A1	0	0	0	0	0
MIR520C	0	0	0	0	0
MIR518C	0	0	7	0	0
MIR524	0	0	0	2	0
MIR517A	0	0	1	0	0
MIR519D	0	0	0	0	2
MIR521-2	0	0	0	0	0
RNU6-803P	0	0	0	0	0
MIR520D	0	0	0	0	0
MIR517B	0	0	0	0	0
MIR520G	0	0	2	0	0
MIR516B2	0	0	0	0	0
MIR526A2	0	0	0	4	0
MIR518E	0	0	0	0	0
MIR518A1	0	0	1	0	1
RNU6-980P	0	0	0	0	0
MIR518D	0	0	1	0	1
MIR516B1	0	0	0	0	0
MIR518A2	0	0	0	0	0
MIR517C	0	0	3	0	0
MIR520H	0	0	1	0	0
RNU6-982P	2	0	2	0	0
MIR521-1	0	0	1	0	0
RNU6-751P	0	0	0	0	0
MIR522	0	0	0	0	0
MIR519A1	0	0	0	0	0
MIR527	0	0	1	0	0
MIR516A1	0	0	0	0	0
MIR1283-2	0	0	1	2	0
RNU6-1041P	0	0	0	2	0
MIR516A2	0	0	0	3	0
ENSG00000269842	2	0	12	2	3
MIR519A2	0	0	0	0	0
RNU6-165P	0	0	1	0	0
HMGN1P32	0	0	0	0	0
SEPTIN7P8	0	0	11	5	1
ENSG00000238150	0	0	2	1	1
ENSG00000269877	0	0	3	0	0
MIR371A	0	0	2	0	0
MIR371B	0	0	0	0	0
MIR372	0	0	0	0	0
MIR373	0	0	0	0	0
ENSG00000269564	0	0	2	1	0
NLRP12	21	12	88	22	34
MYADM-AS1	1	4	4	2	4
MYADM	825	660	612	635	580
ENSG00000232220	4	1	4	2	0
PRKCG	61	55	95	26	15
CACNG7	1	0	42	10	1
CACNG8	26	30	90	28	29
MIR935	0	0	0	0	0
CACNG6	50	11	28	13	8
ENSG00000276206	0	0	8	2	5
VSTM1	1	2	19	14	2
TARM1	0	0	14	5	4
OSCAR	90	23	39	40	17
NDUFA3	119	121	84	110	83
TFPT	88	91	91	117	90
PRPF31	285	384	207	273	249
PRPF31-AS1	11	30	49	30	10
CNOT3	1010	1102	839	1125	1001
LENG1	60	78	33	46	28
TMC4	994	835	126	125	46
MBOAT7	720	846	364	511	460
TSEN34	164	146	148	126	108
ENSG00000223660	0	0	1	0	5
RPS9	1602	1800	1781	2395	1896
ENSG00000224579	0	3	6	1	4
LILRB3	129	66	111	77	89
ENSG00000269524	2	0	9	1	0
ENSG00000235081	2	2	6	5	3
LILRA6	56	11	67	27	23
ENSG00000249189	0	0	8	3	0
LILRB5	177	66	51	29	24
RNU6-1307P	0	0	2	0	6
ENSG00000240296	0	1	0	0	1
LILRB2	46	33	58	47	17
MIR4752	0	0	0	0	0
ENSG00000240197	0	0	4	0	0
ENSG00000276758	1	0	3	2	0
ENSG00000251431	0	0	6	0	0
ENSG00000234436	0	0	6	1	3
LILRA5	20	8	22	22	12
ENSG00000275210	2	0	19	1	0
VN1R104P	0	0	21	5	2
ENSG00000250507	0	0	17	1	6
LILRA4	9	0	27	6	5
LAIR1	129	95	90	55	42
ENSG00000288742	0	0	58	1	3
ENSG00000237955	3	7	11	2	0
TTYH1	5	18	106	33	23
ENSG00000227407	3	13	3	1	3
ENSG00000268496	0	3	5	6	0
ENSG00000269873	6	0	0	1	0
ENSG00000267838	24	46	10	12	6
LENG8-AS1	184	189	38	74	62
ENSG00000235681	0	0	4	0	0
LENG8	7450	8321	3637	8342	6750
LENG9	80	83	48	62	63
CDC42EP5	104	133	24	46	44
LAIR2	3	7	18	12	6
ENSG00000213016	1	2	4	3	1
KIR3DX1	3	9	62	34	12
ENSG00000235181	0	3	4	0	2
LILRA2	34	14	63	13	22
ENSG00000269271	0	0	0	0	0
